sld,occurrence_count,words,word_count,length,vowels,consonants,vowel_percentage
skincarewithdiamonds,11316,"['skin', 'care', 'with', 'diamonds']",4,20,7,13,35.0
besthotelsriodejaneiro,11313,"['best', 'hotels', 'rio', 'janeiro']",4,22,10,12,45.45
melisa-undehv,11311,['melis'],1,13,5,8,38.46
strongstonerus,11302,"['strong', 'stoner']",2,14,4,10,28.57
servercompanies,11296,"['server', 'companies']",2,15,6,9,40.0
kingdomtalkonline,11292,"['kingdom', 'talk', 'online']",3,17,6,11,35.29
escortsvancouver,11289,"['escorts', 'vancouver']",2,16,6,10,37.5
countymugshots,11288,"['county', 'mug', 'shots']",3,14,4,10,28.57
transformyourmoney,11287,"['transform', 'your', 'money']",3,18,6,12,33.33
greenearthpublications,11285,"['green', 'earth', 'publications']",3,22,9,13,40.91
educar-escuela,11283,"['edu', 'car', 'escuela']",3,14,7,7,50.0
eritai-philad,11278,"['itai', 'phil']",2,13,6,7,46.15
kundenserver42,11277,"['nden', 'server']",2,14,4,10,28.57
sportsstories,11271,"['sports', 'stories']",2,13,4,9,30.77
blogmarketingtips,11268,"['blog', 'marketing', 'tips']",3,17,5,12,29.41
everythingservers,11268,"['everything', 'servers']",2,17,5,12,29.41
capetownhotelsearch,11268,"['capetown', 'hotel', 'search']",3,19,7,12,36.84
vaalerengaskolesmusikkorps,11267,"['vaaler', 'enga', 'skol', 'musik', 'korps']",5,26,10,16,38.46
naples-top-hotels,11265,"['naples', 'top', 'hotels']",3,17,5,12,29.41
vacationrenter,11252,"['vacation', 'renter']",2,14,6,8,42.86
versatileadvancement,11250,"['versatile', 'advancement']",2,20,8,12,40.0
dallasdigitalstudios,11249,"['dallas', 'digital', 'studios']",3,20,8,12,40.0
kanopystreaming,11248,"['kano', 'streaming']",2,15,5,10,33.33
hotelspattayacity,11247,"['hotels', 'pattaya', 'city']",3,17,6,11,35.29
bonnesparoles,11243,"['bonne', 'paroles']",2,13,5,8,38.46
cryptodailyprofit,11232,"['crypto', 'daily', 'profit']",3,17,5,12,29.41
marksrvtelecom,11226,"['marks', 'telecom']",2,14,4,10,28.57
genericlevitraprice,11217,"['generic', 'levi', 'trap', 'rice']",4,19,8,11,42.11
vinayaklogistics,11214,"['vinayak', 'logistics']",2,16,6,10,37.5
megaseriestorrent,11200,"['mega', 'series', 'torrent']",3,17,7,10,41.18
onlinebooking,11199,"['online', 'booking']",2,13,6,7,46.15
brilliantalliance,11199,"['brilliant', 'alliance']",2,17,7,10,41.18
mytrip-hotels,11199,"['trip', 'hotels']",2,13,3,10,23.08
mimiyori-girls,11198,"['mimi', 'yori', 'girls']",3,14,5,9,35.71
gulatischoolofphotography,11184,"['gul', 'school', 'photography']",3,25,9,16,36.0
epdus-lderoxl,11169,['lder'],1,13,4,9,30.77
gaytubevideos,11163,"['gay', 'tube', 'videos']",3,13,6,7,46.15
featureupvote,11163,"['feature', 'vote']",2,13,7,6,53.85
thefiscaltimes,11159,"['the', 'fiscal', 'times']",3,14,5,9,35.71
vermeercolorado,11151,"['vermeer', 'colorado']",2,15,7,8,46.67
paradoxreporting,11136,"['paradox', 'reporting']",2,16,6,10,37.5
ceciliaaccardo,11134,"['cecilia', 'cardo']",2,14,7,7,50.0
richmondmexicanfood,11133,"['richmond', 'mexican', 'food']",3,19,7,12,36.84
arcopackaging,11119,"['arco', 'packaging']",2,13,5,8,38.46
culturaencadena,11118,"['cultura', 'enc', 'aden']",3,15,7,8,46.67
sydneyhotelsnet,11118,"['sydney', 'hotels', 'net']",3,15,4,11,26.67
bookstoreforall,11116,"['bookstore', 'for', 'all']",3,15,6,9,40.0
hotels-kualalumpur,11113,"['hotels', 'kuala', 'lumpur']",3,18,7,11,38.89
filbetalpha-esports,11106,"['fil', 'bet', 'alpha', 'sports']",4,19,6,13,31.58
zhouyishudian,11103,"['zhou', 'shu', 'dian']",3,13,6,7,46.15
autodoorsystem,11100,"['auto', 'door', 'system']",3,14,6,8,42.86
grundycountyspeedway,11096,"['grundy', 'county', 'speedway']",3,20,6,14,30.0
zimmerei-bremen,11091,"['zimmer', 'bremen']",2,15,6,9,40.0
billionyuanfood,11089,"['billion', 'yuan', 'food']",3,15,7,8,46.67
planningcenteronline,11085,"['planning', 'center', 'online']",3,20,7,13,35.0
247azpropertysearch,11080,"['247', 'property', 'search']",3,19,5,14,26.32
kaercher-center-fn,11079,"['rcher', 'center']",2,18,5,13,27.78
appmobileforce,11074,"['app', 'mobile', 'force']",3,14,6,8,42.86
pierre-markuse,11072,"['pierre', 'mark', 'use']",3,14,6,8,42.86
kyotohotelsjapan,11065,"['kyoto', 'hotels', 'japan']",3,16,6,10,37.5
cache3responses,11064,"['cache', 'responses']",2,15,5,10,33.33
chatroulettealternatives,11058,"['chat', 'roulette', 'alternatives']",3,24,10,14,41.67
netriplexboston,11045,"['triple', 'boston']",2,15,5,10,33.33
smiletondental,11043,"['smile', 'ton', 'dental']",3,14,5,9,35.71
splendid-hosting,11042,"['splendid', 'hosting']",2,16,4,12,25.0
paymentsenterbank,11040,"['payments', 'enter', 'bank']",3,17,5,12,29.41
gvodatacenter,11031,['datacenter'],1,13,5,8,38.46
documentalizate,11020,"['document', 'aliz', 'ate']",3,15,7,8,46.67
xiamenchinahotels,11019,"['xiamen', 'china', 'hotels']",3,17,7,10,41.18
bahia-del-duque,11016,"['bahia', 'del', 'duque']",3,15,7,8,46.67
privy-staging,11010,"['privy', 'staging']",2,13,3,10,23.08
ascensionlutheranhuntsville,10992,"['ascension', 'lutheran', 'huntsville']",3,27,10,17,37.04
szekelyszallas,10989,"['zeke', 'lys', 'all']",3,14,4,10,28.57
protectiontestservice,10975,"['protection', 'test', 'service']",3,21,8,13,38.1
mantovaducale,10974,"['mantova', 'ducal']",2,13,6,7,46.15
eqs-biotech-circuit,10974,"['eqs', 'biotech', 'circuit']",3,19,7,12,36.84
mein-stadtstrand,10968,"['mein', 'stadt', 'strand']",3,16,4,12,25.0
heerajewellers,10962,"['era', 'jewellers']",2,14,6,8,42.86
delhitophotel,10962,"['delhi', 'top', 'hotel']",3,13,5,8,38.46
globalimporter,10956,"['global', 'importer']",2,14,5,9,35.71
miranda-world,10947,"['miranda', 'world']",2,13,4,9,30.77
gamecheatfree,10946,"['game', 'cheat', 'free']",3,13,6,7,46.15
notar-liessem,10938,"['not', 'lies', 'sem']",3,13,5,8,38.46
online-review,10932,"['online', 'review']",2,13,6,7,46.15
visualthesaurus,10932,"['visual', 'thesaurus']",2,15,7,8,46.67
createwebsite,10931,"['create', 'website']",2,13,6,7,46.15
simplesolution,10929,"['simple', 'solution']",2,14,6,8,42.86
sharethisstory,10924,"['share', 'this', 'story']",3,14,4,10,28.57
elsevierresource,10920,"['else', 'vier', 'resource']",3,16,8,8,50.0
mansumbabarat,10915,"['man', 'sumba', 'bar']",3,13,5,8,38.46
bizwebvietnam,10909,"['biz', 'web', 'vietnam']",3,13,5,8,38.46
chinaxinlizixun,10899,"['china', 'lizix']",2,15,6,9,40.0
livesex-exposed,10896,"['live', 'sex', 'exposed']",3,15,6,9,40.0
stoneparkcafe,10893,"['stone', 'park', 'cafe']",3,13,5,8,38.46
tenerifehotel,10875,"['tenerife', 'hotel']",2,13,6,7,46.15
villa-therese,10872,"['villa', 'therese']",2,13,5,8,38.46
hotel-in-denmark,10872,"['hotel', 'denmark']",2,16,5,11,31.25
sunaoni-syasei,10870,"['sun', 'sei']",2,14,7,7,50.0
indian-escort,10860,"['indian', 'escort']",2,13,5,8,38.46
weave-grid-dev,10851,"['weave', 'grid', 'dev']",3,14,5,9,35.71
chudosredstvo,10849,"['chu', 'dos', 'red']",3,13,4,9,30.77
zetabroadband,10845,"['zeta', 'broadband']",2,13,5,8,38.46
oldfemaleporn,10845,"['old', 'female', 'porn']",3,13,5,8,38.46
quantumdigital,10842,"['quantum', 'digital']",2,14,6,8,42.86
empresasbrasil,10835,"['emp', 'res', 'brasil']",3,14,5,9,35.71
starautismsupport,10831,"['star', 'autism', 'support']",3,17,6,11,35.29
planquadrat-c,10821,"['plan', 'quadra']",2,13,4,9,30.77
hotelinphuket,10820,"['hotel', 'phuket']",2,13,5,8,38.46
contentstackapps,10812,"['content', 'stack', 'apps']",3,16,4,12,25.0
cloudflareaccess,10806,"['cloud', 'flare', 'access']",3,16,6,10,37.5
ourdailybread,10804,"['our', 'daily', 'bread']",3,13,6,7,46.15
post-dispatch,10803,"['post', 'dispatch']",2,13,3,10,23.08
spendlittlemoney,10800,"['spend', 'little', 'money']",3,16,5,11,31.25
hotels-innewyork,10800,"['hotels', 'new', 'york']",3,16,5,11,31.25
impactpreview,10800,"['impact', 'preview']",2,13,5,8,38.46
pressure-point,10785,"['pressure', 'point']",2,14,5,9,35.71
ep-puehringer,10782,['ringer'],1,13,5,8,38.46
macygracehayes,10771,"['macy', 'grace', 'hayes']",3,14,5,9,35.71
fair-exchange,10770,"['fair', 'exchange']",2,13,5,8,38.46
inentorysource,10764,"['inen', 'tory', 'source']",3,14,6,8,42.86
paid-surveys-broker,10764,"['paid', 'surveys', 'broker']",3,19,6,13,31.58
crack-locator,10756,"['crack', 'locator']",2,13,4,9,30.77
getmassivetesto,10752,"['get', 'massive', 'tes']",3,15,6,9,40.0
gaslightmedia,10731,"['gaslight', 'media']",2,13,5,8,38.46
ultimateplaza,10728,"['ultimate', 'plaza']",2,13,6,7,46.15
mandymodel-exposed,10728,"['mandy', 'model', 'exposed']",3,18,6,12,33.33
serbianmodels,10728,"['serbian', 'models']",2,13,5,8,38.46
happybirthdaytoyou,10712,"['happy', 'birthday', 'you']",3,18,6,12,33.33
casinogoldshop,10707,"['casino', 'gold', 'shop']",3,14,5,9,35.71
aqua-delivery,10705,"['aqua', 'delivery']",2,13,6,7,46.15
airtechcompressor,10698,"['air', 'tech', 'compressor']",3,17,6,11,35.29
moscowcityhotels,10695,"['moscow', 'city', 'hotels']",3,16,5,11,31.25
northamptonmba,10686,"['northampton', 'mba']",2,14,4,10,28.57
shopifypreview,10683,"['shop', 'preview']",2,14,5,9,35.71
offerteonline2017,10680,"['offer', 'online', '2017']",3,17,6,11,35.29
heatlandpayroll,10668,"['heat', 'land', 'payroll']",3,15,5,10,33.33
studio-records,10664,"['studio', 'records']",2,14,5,9,35.71
liefernachweise,10662,"['liefer', 'nach']",2,15,7,8,46.67
brooklyntreeservice,10656,"['brooklyn', 'tree', 'service']",3,19,7,12,36.84
interactivedns,10646,"['interactive', 'dns']",2,14,5,9,35.71
motorsportreg,10639,"['motorsport', 'reg']",2,13,4,9,30.77
shoppersblaze,10636,"['shoppers', 'blaze']",2,13,4,9,30.77
educationtoday,10633,"['education', 'today']",2,14,7,7,50.0
fastboywebsites,10632,"['fast', 'boy', 'websites']",3,15,5,10,33.33
cityhotelsres,10632,"['city', 'hotels', 'res']",3,13,4,9,30.77
sidoihotellegian,10631,"['sido', 'hotel', 'legia']",3,16,8,8,50.0
womenshhighfashionheels,10620,"['women', 'high', 'fashion', 'heels']",4,23,8,15,34.78
silvergoldpricestoday,10620,"['silver', 'gold', 'prices', 'today']",4,21,7,14,33.33
filbet-casino,10611,"['fil', 'bet', 'casino']",3,13,5,8,38.46
fam-gundacker,10609,"['fam', 'gund', 'acker']",3,13,4,9,30.77
betsuperlucky,10602,"['bet', 'super', 'lucky']",3,13,4,9,30.77
elykinnovation,10602,"['ely', 'innovation']",2,14,6,8,42.86
usgovcloudapi,10601,"['usgov', 'cloud', 'api']",3,13,6,7,46.15
domainepardefaut,10594,"['maine', 'par', 'def', 'aut']",4,16,8,8,50.0
shandongtianmai,10594,"['shandong', 'tian', 'mai']",3,15,6,9,40.0
filbetsuperlucky,10587,"['fil', 'bet', 'super', 'lucky']",4,16,5,11,31.25
knowlesbrothers,10582,"['knowles', 'brothers']",2,15,4,11,26.67
lindagirl-exposed,10572,"['linda', 'girl', 'exposed']",3,17,6,11,35.29
buchhandlung-tippach,10560,"['buch', 'hand', 'lung', 'tipp', 'ach']",5,20,5,15,25.0
canadapostalcodes,10554,"['canada', 'postal', 'codes']",3,17,7,10,41.18
filsinger-verpackung,10551,"['fil', 'singer', 'ver', 'pac', 'kung']",5,20,6,14,30.0
inverseparadox,10550,"['inverse', 'paradox']",2,14,6,8,42.86
untivineyards,10545,"['unti', 'vineyards']",2,13,5,8,38.46
hotels-marrakesh,10545,"['hotels', 'marrakesh']",2,16,5,11,31.25
raptorcompliance,10542,"['raptor', 'compliance']",2,16,6,10,37.5
campusvirtualgitt,10534,"['campus', 'virtual']",2,17,6,11,35.29
musicfirstclassroom,10528,"['music', 'first', 'classroom']",3,19,6,13,31.58
mellow-yellow,10528,"['mellow', 'yellow']",2,13,4,9,30.77
safranrestaurant,10526,"['safran', 'restaurant']",2,16,6,10,37.5
lotsahelpinghands,10524,"['lots', 'helping', 'hands']",3,17,5,12,29.41
merchantpaymentprocessing,10523,"['merchant', 'payment', 'processing']",3,25,7,18,28.0
actito-campaign,10522,"['act', 'campaign']",2,15,6,9,40.0
ownernetworks,10521,"['owner', 'networks']",2,13,4,9,30.77
lojasonlinectt,10520,"['jason', 'line']",2,14,5,9,35.71
mailprosolutions,10514,"['mail', 'pro', 'solutions']",3,16,7,9,43.75
riskmanagementcenter,10512,"['risk', 'management', 'center']",3,20,7,13,35.0
trojanerboard,10507,"['trojan', 'board']",2,13,5,8,38.46
bomuldsfabriken,10501,"['omul', 'fab', 'riken']",3,15,5,10,33.33
hotels-compare-info,10500,"['hotels', 'compare', 'info']",3,19,7,12,36.84
yuchengyizhan,10500,['cheng'],1,13,4,9,30.77
restaurantwebx,10497,"['restaurant', 'web']",2,14,5,9,35.71
advertisingpeixun,10495,"['advertising', 'pei', 'xun']",3,17,7,10,41.18
zhongyangfish,10494,"['zhong', 'yang', 'fish']",3,13,3,10,23.08
radleymetzger,10494,"['radley', 'metzger']",2,13,4,9,30.77
beuth-hochschule,10491,['hochschule'],1,16,5,11,31.25
bailegongguoji,10488,"['baile', 'gong', 'guo']",3,14,7,7,50.0
hotels-rhodes,10485,"['hotels', 'rhodes']",2,13,4,9,30.77
betebetyeniadres,10479,"['bet', 'yeni', 'res']",3,16,7,9,43.75
versicherungsbuero-dortmund,10479,"['vers', 'iche', 'rungs', 'ero', 'dortmund']",5,27,9,18,33.33
trippen-schuhe,10476,"['trip', 'pen', 'schu']",3,14,4,10,28.57
gethiltonheadhotels,10473,"['get', 'hilton', 'head', 'hotels']",4,19,7,12,36.84
quintexonline,10467,"['quinte', 'online']",2,13,6,7,46.15
hotel-shenzhen,10467,"['hotel', 'shenzhen']",2,14,4,10,28.57
napleshotelitaly,10467,"['naples', 'hotel', 'italy']",3,16,6,10,37.5
trekcommunity,10466,"['trek', 'community']",2,13,4,9,30.77
aprenderemprenderdigital,10464,"['apr', 'ender', 'emp', 'render', 'digital']",5,24,9,15,37.5
payyourmdbill,10464,"['pay', 'your', 'bill']",3,13,4,9,30.77
pachinkorezero,10464,"['pachinko', 'zero']",2,14,6,8,42.86
ioexperttrades,10464,"['expert', 'trades']",2,14,6,8,42.86
top-hotels-in-jakarta,10461,"['top', 'hotels', 'jakarta']",3,21,7,14,33.33
smaulavirtual,10452,"['maula', 'virtual']",2,13,6,7,46.15
flash-nouveautes,10452,"['flash', 'nouveau', 'tes']",3,16,7,9,43.75
costadebarcelona,10449,"['costa', 'barcelona']",2,16,7,9,43.75
iangrahamcreative,10449,"['ian', 'graham', 'creative']",3,17,8,9,47.06
dashcommunications,10446,"['dash', 'communications']",2,18,7,11,38.89
tennis-wareouse,10440,"['tennis', 'ware', 'ouse']",3,15,7,8,46.67
sleepawareness,10435,"['sleep', 'awareness']",2,14,6,8,42.86
wwwjiujiuse99,10434,"['www', 'jiu', 'use']",3,13,5,8,38.46
split-dalmatia-hotels,10431,"['split', 'dalmatia', 'hotels']",3,21,7,14,33.33
diamondjourney,10431,"['diamond', 'journey']",2,14,6,8,42.86
kpmgcdd-fincrime,10426,"['kpm', 'gcd', 'fin', 'crime']",4,16,3,13,18.75
bestthingsforlife,10418,"['best', 'things', 'for', 'life']",4,17,5,12,29.41
gallowayclinic,10416,"['galloway', 'clinic']",2,14,5,9,35.71
northsmithfield,10416,"['north', 'smithfield']",2,15,4,11,26.67
mitsuyamathailand,10412,"['its', 'yama', 'thailand']",3,17,7,10,41.18
worldsbestlisting,10412,"['worlds', 'best', 'listing']",3,17,4,13,23.53
transformadora,10405,"['transform', 'dora']",2,14,5,9,35.71
xn--axels-kchen-studio-s6b,10404,"['axel', 'chen', 'studio']",3,26,6,20,23.08
kalastuskauppa,10404,"['kal', 'tusk']",2,14,6,8,42.86
jeepingsingles,10396,"['jeep', 'ing', 'singles']",3,14,5,9,35.71
johnsonwinery,10392,"['johnson', 'winery']",2,13,4,9,30.77
thailand-tourism,10383,"['thailand', 'tourism']",2,16,6,10,37.5
thatsmyideamarketing,10380,"['that', 'idea', 'marketing']",3,20,7,13,35.0
cantinelacigale,10372,"['cantin', 'aci', 'gale']",3,15,7,8,46.67
finalizarcompra,10368,"['final', 'izarc', 'pra']",3,15,6,9,40.0
tradervillagelive,10368,"['trader', 'village', 'live']",3,17,7,10,41.18
hotelsofoklahoma,10365,"['hotels', 'oklahoma']",2,16,7,9,43.75
go-budapest-hotels,10359,"['budapest', 'hotels']",2,18,6,12,33.33
reviews-hotels,10359,"['reviews', 'hotels']",2,14,5,9,35.71
fastapprovalpaydayloans,10358,"['fast', 'approval', 'payday', 'loans']",4,23,8,15,34.78
sergeyvinnichenko,10356,"['sergey', 'niche']",2,17,6,11,35.29
astutepayroll,10355,"['astute', 'payroll']",2,13,5,8,38.46
globalstreame,10350,"['global', 'stream']",2,13,5,8,38.46
creditcardforbadcredit,10344,"['credit', 'card', 'for', 'bad', 'credit']",5,22,7,15,31.82
hotels-costa-blanca,10343,"['hotels', 'costa', 'blanca']",3,19,6,13,31.58
clickhereformoreinfo,10338,"['click', 'here', 'for', 'more', 'info']",5,20,8,12,40.0
frisseverzameling,10335,"['sever', 'zam', 'eling']",3,17,6,11,35.29
basiliskpachinko,10329,"['basilisk', 'pachinko']",2,16,6,10,37.5
ecredithistory,10327,"['credit', 'history']",2,14,5,9,35.71
ixactcontactwebsites,10323,"['act', 'contact', 'websites']",3,20,7,13,35.0
thailandjewels,10311,"['thailand', 'jewels']",2,14,5,9,35.71
gclub-royalcasino,10309,"['club', 'royal', 'casino']",3,17,6,11,35.29
buscatucuadro,10308,"['bus', 'cat']",2,13,6,7,46.15
airwavebroadband,10308,"['air', 'wave', 'broadband']",3,16,7,9,43.75
mycyprushotels,10308,"['cyprus', 'hotels']",2,14,3,11,21.43
rezervuj-online,10305,"['rez', 'online']",2,15,6,9,40.0
fuzhoushangyi,10290,"['fuzhou', 'shang']",2,13,5,8,38.46
mariagharaibeh,10290,"['maria', 'ghara', 'beh']",3,14,7,7,50.0
directorfocus,10289,"['director', 'focus']",2,13,5,8,38.46
makingmoneyonlineis,10288,"['making', 'money', 'online']",3,19,8,11,42.11
wholefoodsmarket,10283,"['whole', 'foods', 'market']",3,16,6,10,37.5
theanschutzfoundation,10276,"['the', 'anschutz', 'foundation']",3,21,8,13,38.1
pagespro-orange,10275,"['pages', 'pro', 'orange']",3,15,6,9,40.0
exploreschomes,10275,"['explores', 'homes']",2,14,5,9,35.71
strongestforce,10269,"['strongest', 'force']",2,14,4,10,28.57
slowfoodthailand,10265,"['slow', 'food', 'thailand']",3,16,6,10,37.5
tritektelecom,10265,"['trite', 'telecom']",2,13,5,8,38.46
overzichtdirect,10254,"['over', 'direct']",2,15,5,10,33.33
qingdaohealth,10253,"['qing', 'dao', 'health']",3,13,5,8,38.46
bureaumerkwaardig,10251,"['bureau', 'mer', 'waar', 'dig']",4,17,8,9,47.06
xn--axels-kchenhaus-5vb,10248,"['axel', 'chen', 'haus']",3,23,5,18,21.74
brain-booster,10242,"['brain', 'booster']",2,13,5,8,38.46
soyoungthailand,10239,"['young', 'thailand']",2,15,6,9,40.0
thaiboathouse,10231,"['thai', 'boat', 'house']",3,13,7,6,53.85
thailandtortan,10230,"['thailand', 'tort']",2,14,5,9,35.71
nachthailandauswandern,10230,"['nach', 'thailand', 'wander']",3,22,8,14,36.36
thegioidulichthailand,10227,"['the', 'oid', 'lich', 'thailand']",4,21,9,12,42.86
motanalottery,10227,"['mot', 'lottery']",2,13,5,8,38.46
allsalzburghotels,10227,"['all', 'salzburg', 'hotels']",3,17,5,12,29.41
thaionlinetravel,10223,"['thai', 'online', 'travel']",3,16,7,9,43.75
mtcdevserver2,10217,"['mtc', 'dev', 'server']",3,13,3,10,23.08
hoi-an-hotels,10212,"['hoi', 'hotels']",2,13,5,8,38.46
bestjourneyhotels,10209,"['best', 'journey', 'hotels']",3,17,6,11,35.29
xinkaichuanqifabu,10204,"['kai', 'chuan', 'qif', 'abu']",4,17,8,9,47.06
screenconnect,10198,"['screen', 'connect']",2,13,4,9,30.77
oushiyimulayou,10197,"['shi', 'mula', 'you']",3,14,8,6,57.14
noord-holland-hotels,10191,"['noord', 'holland', 'hotels']",3,20,6,14,30.0
sessoaltelefono,10190,"['esso', 'telef', 'ono']",3,15,7,8,46.67
federationmondiale,10188,"['federation', 'mondiale']",2,18,9,9,50.0
intrexxperience,10188,"['tre', 'peri']",2,15,6,9,40.0
xn--dijiretim-37a56b,10188,"['diji', 'tim']",2,20,5,15,25.0
contacto-local,10185,"['contact', 'local']",2,14,5,9,35.71
creativriderz,10183,"['eat', 'rider']",2,13,5,8,38.46
destin-florida-hotels,10179,"['destin', 'florida', 'hotels']",3,21,7,14,33.33
health-top100,10178,"['health', 'top', '100']",3,13,3,10,23.08
cortex-tickets,10177,"['cortex', 'tickets']",2,14,4,10,28.57
bridgepatientportal,10176,"['bridge', 'patient', 'portal']",3,19,7,12,36.84
la-boite-immo,10174,"['boi', 'mmo']",2,13,6,7,46.15
phonoscopecable,10172,"['ono', 'scope', 'cable']",3,15,6,9,40.0
ringcustomerservices,10170,"['ring', 'customer', 'services']",3,20,7,13,35.0
trinity-events,10168,"['trinity', 'events']",2,14,4,10,28.57
joesshoeemporium,10167,"['joe', 'shoe', 'emporium']",3,16,8,8,50.0
steroids-thailand,10166,"['steroids', 'thailand']",2,17,6,11,35.29
websitedetective,10165,"['website', 'detective']",2,16,7,9,43.75
all-hotels-venice,10164,"['all', 'hotels', 'venice']",3,17,6,11,35.29
countryclubshopping,10164,"['country', 'club', 'shopping']",3,19,5,14,26.32
fantasticdoctor,10162,"['fantastic', 'doctor']",2,15,5,10,33.33
hotelsresortsworld,10158,"['hotels', 'resorts', 'world']",3,18,5,13,27.78
treasuredidea,10152,"['treasured', 'idea']",2,13,7,6,53.85
mobilbahisgirisi,10151,"['mobil', 'bah', 'gir']",3,16,7,9,43.75
stjohnsblackstock,10143,"['johns', 'black', 'stock']",3,17,3,14,17.65
szambabetonowe,10132,"['zam', 'babe', 'nowe']",3,14,6,8,42.86
mukherjeeudyog,10132,"['muk', 'her', 'eudy']",3,14,6,8,42.86
northyorkshirehotels,10126,"['north', 'yorkshire', 'hotels']",3,20,6,14,30.0
world-tophotels,10125,"['world', 'top', 'hotels']",3,15,4,11,26.67
articlesmarket,10122,"['articles', 'market']",2,14,5,9,35.71
idrivecompute,10122,"['drive', 'compute']",2,13,6,7,46.15
hotel-in-berlin,10120,"['hotel', 'berlin']",2,15,5,10,33.33
reirobotsites,10119,"['rei', 'robot', 'sites']",3,13,6,7,46.15
thaisuperstars,10116,"['thai', 'superstars']",2,14,5,9,35.71
citymattresses,10104,"['city', 'mattresses']",2,14,4,10,28.57
providentdecor,10104,"['provident', 'decor']",2,14,5,9,35.71
digicelpanama,10104,"['dig', 'ice', 'panama']",3,13,6,7,46.15
superofferteitaliane,10103,"['super', 'offer', 'italian']",3,20,10,10,50.0
prepaid-webspace,10101,"['prepaid', 'web', 'space']",3,16,6,10,37.5
avalon-invest,10099,"['avalon', 'invest']",2,13,5,8,38.46
tbsbetthailand,10094,"['tbs', 'bet', 'thailand']",3,14,4,10,28.57
2019sexvideos,10092,"['2019', 'sex', 'videos']",3,13,4,9,30.77
schule-rehamittelberg,10092,"['schule', 'reh', 'mitte', 'lberg']",4,21,7,14,33.33
